Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
8800,Plank,Core,Advanced,HIIT,Resistance Band,41,410,2,17,102,Endurance
8801,Bench Press,Chest,Intermediate,Cardio,Machine,62,778,1,21,64,Muscle Gain
8802,Deadlift,Full Body,Intermediate,Flexibility,Dumbbells,33,352,5,20,150,Maintenance
8803,Running,Cardio,Advanced,Endurance,Barbell,42,714,6,10,139,Muscle Gain
8804,Burpees,Full Body,Beginner,Flexibility,Barbell,70,736,1,23,68,Weight Loss
8805,Cycling,Cardio,Beginner,Endurance,Barbell,62,797,6,20,151,Weight Loss
8806,Cycling,Cardio,Intermediate,Cardio,Resistance Band,64,990,3,10,51,Endurance
8807,Squats,Legs,Intermediate,HIIT,None,77,802,2,17,70,Muscle Gain
8808,Bicep Curls,Biceps,Intermediate,Endurance,Dumbbells,29,423,6,25,54,Weight Loss
8809,Lat Pulldown,Back,Advanced,Cardio,None,50,451,6,25,48,Endurance
8810,Tricep Pushdown,Triceps,Advanced,HIIT,Barbell,38,528,1,17,50,Muscle Gain
8811,Lunges,Legs,Advanced,Flexibility,Machine,17,511,1,6,60,Endurance
8812,Burpees,Full Body,Beginner,Flexibility,Machine,44,535,2,22,171,Maintenance
8813,Walking,Cardio,Advanced,HIIT,Dumbbells,89,661,6,18,89,Weight Loss
8814,Cycling,Cardio,Intermediate,HIIT,None,50,164,4,17,30,Maintenance
8815,Crunches,Core,Advanced,HIIT,Resistance Band,46,814,2,5,116,Muscle Gain
8816,Bicep Curls,Biceps,Beginner,Strength,None,19,278,5,23,109,Muscle Gain
8817,Walking,Cardio,Beginner,HIIT,Machine,87,586,2,5,157,Maintenance
8818,Pull-Ups,Back,Beginner,Cardio,None,80,443,5,14,168,Endurance
8819,Bench Press,Chest,Beginner,Endurance,Barbell,17,224,3,22,31,Endurance
8820,Walking,Cardio,Intermediate,Flexibility,None,54,604,2,12,88,Maintenance
8821,Pull-Ups,Back,Intermediate,HIIT,Resistance Band,78,352,5,16,140,Maintenance
8822,Crunches,Core,Beginner,Strength,Dumbbells,20,250,4,23,155,Weight Loss
8823,Plank,Core,Advanced,Strength,None,47,431,6,13,149,Maintenance
8824,Leg Press,Legs,Beginner,Cardio,None,20,250,2,11,80,Weight Loss
8825,Lateral Raises,Shoulders,Advanced,Endurance,Dumbbells,40,207,4,5,95,Muscle Gain
8826,Burpees,Full Body,Beginner,Strength,Resistance Band,78,799,6,7,136,Endurance
8827,Cycling,Cardio,Intermediate,Flexibility,Machine,25,174,4,7,165,Weight Loss
8828,Leg Press,Legs,Beginner,HIIT,Barbell,63,833,4,6,102,Weight Loss
8829,Burpees,Full Body,Advanced,Flexibility,Resistance Band,90,995,1,7,93,Weight Loss
8830,Cycling,Cardio,Beginner,Endurance,Dumbbells,63,792,1,18,35,Maintenance
8831,Crunches,Core,Advanced,Flexibility,Machine,88,501,1,7,164,Endurance
8832,Jump Rope,Cardio,Intermediate,HIIT,Barbell,11,786,5,14,138,Muscle Gain
8833,Push-Ups,Chest,Advanced,Cardio,Resistance Band,67,285,2,7,65,Maintenance
8834,Crunches,Core,Intermediate,Strength,Dumbbells,64,951,2,9,44,Weight Loss
8835,Burpees,Full Body,Intermediate,HIIT,Machine,87,584,1,25,121,Weight Loss
8836,Crunches,Core,Intermediate,HIIT,None,86,513,6,8,99,Endurance
8837,Leg Press,Legs,Advanced,Endurance,Dumbbells,33,366,2,11,102,Endurance
8838,Shoulder Press,Shoulders,Beginner,HIIT,Machine,77,451,6,16,41,Weight Loss
8839,Bench Press,Chest,Advanced,Cardio,Dumbbells,59,617,1,17,99,Muscle Gain
8840,Swimming,Cardio,Intermediate,Endurance,None,11,342,6,17,158,Muscle Gain
8841,Deadlift,Full Body,Intermediate,Flexibility,None,59,220,6,19,67,Muscle Gain
8842,Pull-Ups,Back,Intermediate,Flexibility,Barbell,48,559,3,21,142,Weight Loss
8843,Plank,Core,Intermediate,Strength,Barbell,88,633,4,13,64,Maintenance
8844,Walking,Cardio,Beginner,Flexibility,None,11,846,5,16,36,Endurance
8845,Shoulder Press,Shoulders,Intermediate,Flexibility,Dumbbells,39,526,4,13,84,Endurance
8846,Push-Ups,Chest,Advanced,Cardio,Machine,21,317,4,21,52,Maintenance
8847,Plank,Core,Advanced,Cardio,Barbell,85,550,3,19,173,Maintenance
8848,Lat Pulldown,Back,Advanced,Cardio,Resistance Band,23,914,5,12,58,Weight Loss
8849,Tricep Pushdown,Triceps,Advanced,HIIT,Machine,55,925,5,16,171,Maintenance
8850,Deadlift,Full Body,Advanced,Flexibility,Barbell,28,992,6,11,159,Endurance
8851,Running,Cardio,Intermediate,Strength,None,71,608,6,12,177,Maintenance
8852,Bicep Curls,Biceps,Advanced,Cardio,Resistance Band,79,543,3,9,171,Weight Loss
8853,Cycling,Cardio,Beginner,Strength,Barbell,67,465,3,14,88,Maintenance
8854,Lat Pulldown,Back,Intermediate,Cardio,Dumbbells,76,608,6,17,91,Endurance
8855,Bench Press,Chest,Beginner,Cardio,Resistance Band,40,204,4,17,150,Endurance
8856,Cycling,Cardio,Intermediate,Flexibility,Barbell,31,477,4,21,50,Weight Loss
8857,Cycling,Cardio,Intermediate,Strength,Machine,36,566,1,21,179,Muscle Gain
8858,Swimming,Cardio,Advanced,HIIT,Barbell,77,911,4,18,116,Maintenance
8859,Running,Cardio,Intermediate,Cardio,Machine,17,525,2,14,88,Muscle Gain
8860,Plank,Core,Intermediate,Endurance,None,20,853,6,15,44,Endurance
8861,Lat Pulldown,Back,Beginner,Endurance,Machine,25,919,3,7,57,Muscle Gain
8862,Running,Cardio,Beginner,Flexibility,Barbell,25,326,2,18,87,Muscle Gain
8863,Cycling,Cardio,Advanced,Endurance,Barbell,81,854,6,13,125,Endurance
8864,Lateral Raises,Shoulders,Advanced,HIIT,Resistance Band,17,324,6,21,78,Maintenance
8865,Bench Press,Chest,Advanced,Cardio,Machine,87,434,1,7,38,Endurance
8866,Pull-Ups,Back,Beginner,Flexibility,None,44,428,4,24,86,Endurance
8867,Crunches,Core,Advanced,Endurance,Dumbbells,42,309,6,21,163,Maintenance
8868,Bicep Curls,Biceps,Intermediate,Endurance,Barbell,62,219,2,9,143,Weight Loss
8869,Squats,Legs,Advanced,Endurance,Resistance Band,15,845,1,9,123,Maintenance
8870,Leg Press,Legs,Beginner,HIIT,Machine,68,175,4,15,96,Maintenance
8871,Lateral Raises,Shoulders,Intermediate,Cardio,Machine,85,587,2,7,36,Endurance
8872,Burpees,Full Body,Intermediate,Flexibility,Barbell,74,676,2,22,116,Muscle Gain
8873,Pull-Ups,Back,Advanced,Strength,Resistance Band,52,716,3,14,59,Endurance
8874,Pull-Ups,Back,Advanced,Flexibility,Machine,23,860,5,9,114,Endurance
8875,Bench Press,Chest,Beginner,HIIT,Dumbbells,84,452,1,20,109,Muscle Gain
8876,Plank,Core,Advanced,Strength,Barbell,76,800,3,23,106,Muscle Gain
8877,Burpees,Full Body,Advanced,Endurance,Dumbbells,78,342,5,12,73,Muscle Gain
8878,Squats,Legs,Beginner,Strength,Dumbbells,88,163,1,13,106,Weight Loss
8879,Swimming,Cardio,Advanced,Endurance,Barbell,80,768,6,25,103,Maintenance
8880,Swimming,Cardio,Beginner,Flexibility,Machine,10,897,2,7,168,Maintenance
8881,Cycling,Cardio,Intermediate,Strength,Resistance Band,72,544,3,9,169,Weight Loss
8882,Walking,Cardio,Intermediate,Flexibility,Barbell,29,549,3,16,61,Maintenance
8883,Bench Press,Chest,Intermediate,Cardio,Resistance Band,60,886,3,12,44,Weight Loss
8884,Deadlift,Full Body,Advanced,Strength,None,19,257,6,5,136,Weight Loss
8885,Lunges,Legs,Advanced,HIIT,Machine,30,680,6,12,154,Muscle Gain
8886,Deadlift,Full Body,Beginner,Cardio,Barbell,74,756,2,9,175,Weight Loss
8887,Jump Rope,Cardio,Beginner,Flexibility,Resistance Band,57,783,5,13,104,Weight Loss
8888,Walking,Cardio,Advanced,Endurance,Barbell,68,959,3,6,122,Muscle Gain
8889,Shoulder Press,Shoulders,Intermediate,Strength,Resistance Band,86,267,6,23,108,Weight Loss
8890,Lunges,Legs,Beginner,HIIT,None,52,235,3,25,35,Endurance
8891,Swimming,Cardio,Beginner,Strength,Barbell,25,608,2,22,88,Endurance
8892,Lat Pulldown,Back,Advanced,Cardio,Dumbbells,38,517,1,9,115,Endurance
8893,Swimming,Cardio,Advanced,Flexibility,Barbell,83,357,5,20,55,Maintenance
8894,Crunches,Core,Beginner,Flexibility,None,77,288,4,13,63,Endurance
8895,Lat Pulldown,Back,Advanced,HIIT,Dumbbells,14,320,5,10,60,Weight Loss
8896,Lunges,Legs,Beginner,Flexibility,Dumbbells,45,984,3,6,164,Maintenance
8897,Walking,Cardio,Advanced,Cardio,Machine,81,981,6,23,98,Weight Loss
8898,Pull-Ups,Back,Intermediate,Flexibility,Dumbbells,90,545,1,22,135,Endurance
8899,Bicep Curls,Biceps,Beginner,Strength,Dumbbells,70,832,4,7,95,Maintenance
8900,Walking,Cardio,Advanced,HIIT,Machine,53,479,2,18,101,Endurance
8901,Lunges,Legs,Beginner,Endurance,Machine,47,951,6,17,68,Weight Loss
8902,Swimming,Cardio,Intermediate,Flexibility,Dumbbells,54,719,2,23,71,Endurance
8903,Shoulder Press,Shoulders,Intermediate,Flexibility,Dumbbells,86,178,4,15,75,Endurance
8904,Cycling,Cardio,Intermediate,Cardio,Barbell,65,462,4,23,72,Weight Loss
8905,Cycling,Cardio,Intermediate,Flexibility,Dumbbells,34,753,6,22,160,Maintenance
8906,Crunches,Core,Beginner,Strength,None,26,548,3,24,104,Muscle Gain
8907,Leg Press,Legs,Intermediate,Flexibility,Barbell,74,709,2,11,131,Maintenance
8908,Burpees,Full Body,Beginner,Endurance,Resistance Band,21,824,4,10,147,Muscle Gain
8909,Shoulder Press,Shoulders,Beginner,Cardio,Dumbbells,35,615,3,6,89,Weight Loss
8910,Walking,Cardio,Beginner,Endurance,Dumbbells,65,904,6,10,123,Muscle Gain
8911,Crunches,Core,Intermediate,Cardio,Barbell,18,950,1,16,79,Endurance
8912,Pull-Ups,Back,Intermediate,Flexibility,Barbell,49,557,6,10,152,Endurance
8913,Crunches,Core,Intermediate,Endurance,Dumbbells,78,579,2,9,138,Muscle Gain
8914,Bicep Curls,Biceps,Advanced,HIIT,Machine,79,951,4,24,69,Muscle Gain
8915,Lateral Raises,Shoulders,Advanced,Endurance,Machine,82,790,1,10,43,Weight Loss
8916,Shoulder Press,Shoulders,Advanced,Strength,Dumbbells,38,477,2,6,60,Endurance
8917,Bicep Curls,Biceps,Intermediate,Endurance,None,90,547,4,23,122,Weight Loss
8918,Burpees,Full Body,Beginner,HIIT,Dumbbells,84,490,2,22,177,Muscle Gain
8919,Swimming,Cardio,Beginner,HIIT,Machine,89,393,3,7,50,Weight Loss
8920,Burpees,Full Body,Advanced,Strength,Machine,48,394,3,17,109,Endurance
8921,Lunges,Legs,Advanced,Endurance,Machine,32,701,6,20,31,Muscle Gain
8922,Squats,Legs,Intermediate,Cardio,Dumbbells,44,969,2,17,110,Maintenance
8923,Lunges,Legs,Beginner,Flexibility,Barbell,87,896,3,6,124,Weight Loss
8924,Tricep Pushdown,Triceps,Advanced,Strength,Machine,19,635,5,18,89,Maintenance
8925,Shoulder Press,Shoulders,Intermediate,Cardio,Resistance Band,82,751,3,19,74,Endurance
8926,Pull-Ups,Back,Advanced,Cardio,Dumbbells,90,275,2,10,101,Maintenance
8927,Lat Pulldown,Back,Advanced,HIIT,Barbell,22,156,1,13,148,Muscle Gain
8928,Plank,Core,Beginner,Endurance,Dumbbells,57,157,2,6,130,Weight Loss
8929,Bicep Curls,Biceps,Advanced,HIIT,Resistance Band,82,441,3,18,58,Endurance
8930,Plank,Core,Intermediate,Flexibility,Dumbbells,81,453,6,12,59,Maintenance
8931,Plank,Core,Beginner,Cardio,Barbell,41,305,4,15,62,Endurance
8932,Bicep Curls,Biceps,Beginner,HIIT,Resistance Band,64,653,6,19,105,Weight Loss
8933,Pull-Ups,Back,Intermediate,Strength,Machine,73,342,4,25,90,Endurance
8934,Burpees,Full Body,Intermediate,Endurance,Machine,20,602,2,19,108,Weight Loss
8935,Bicep Curls,Biceps,Advanced,Endurance,None,74,540,1,13,135,Maintenance
8936,Tricep Pushdown,Triceps,Advanced,Endurance,Dumbbells,58,373,6,6,60,Weight Loss
8937,Crunches,Core,Beginner,Flexibility,None,76,239,1,9,79,Endurance
8938,Running,Cardio,Beginner,Cardio,Machine,42,986,3,16,52,Maintenance
8939,Leg Press,Legs,Beginner,Endurance,Barbell,74,649,1,6,157,Weight Loss
8940,Plank,Core,Advanced,HIIT,Machine,32,424,6,21,99,Weight Loss
8941,Crunches,Core,Beginner,HIIT,Machine,86,774,5,25,167,Muscle Gain
8942,Plank,Core,Advanced,Strength,None,42,477,1,7,146,Weight Loss
8943,Bicep Curls,Biceps,Advanced,Strength,Barbell,85,778,2,22,149,Muscle Gain
8944,Running,Cardio,Intermediate,Endurance,Barbell,79,209,6,5,126,Muscle Gain
8945,Cycling,Cardio,Advanced,Cardio,None,71,843,3,20,54,Weight Loss
8946,Jump Rope,Cardio,Advanced,HIIT,Resistance Band,22,559,4,23,30,Endurance
8947,Push-Ups,Chest,Advanced,Strength,Resistance Band,87,922,2,15,96,Weight Loss
8948,Bicep Curls,Biceps,Advanced,Strength,Resistance Band,65,851,4,9,159,Weight Loss
8949,Leg Press,Legs,Advanced,Cardio,Dumbbells,65,813,4,11,168,Muscle Gain
8950,Leg Press,Legs,Intermediate,Strength,None,23,570,2,22,39,Endurance
8951,Lat Pulldown,Back,Advanced,HIIT,Barbell,13,322,3,5,39,Muscle Gain
8952,Push-Ups,Chest,Advanced,Strength,Resistance Band,29,165,2,23,160,Muscle Gain
8953,Squats,Legs,Intermediate,Flexibility,Barbell,15,873,3,6,59,Endurance
8954,Swimming,Cardio,Intermediate,Flexibility,None,23,386,1,20,67,Maintenance
8955,Bench Press,Chest,Advanced,Endurance,Barbell,65,732,4,18,142,Muscle Gain
8956,Shoulder Press,Shoulders,Advanced,Flexibility,Resistance Band,51,855,2,18,57,Endurance
8957,Lunges,Legs,Intermediate,Endurance,None,83,832,3,11,141,Weight Loss
8958,Burpees,Full Body,Intermediate,HIIT,Resistance Band,36,960,1,6,46,Maintenance
8959,Bicep Curls,Biceps,Advanced,Flexibility,Machine,23,308,2,15,138,Maintenance
8960,Deadlift,Full Body,Intermediate,Cardio,None,56,994,4,14,167,Endurance
8961,Burpees,Full Body,Advanced,HIIT,Resistance Band,87,449,2,15,38,Weight Loss
8962,Lat Pulldown,Back,Beginner,HIIT,Machine,20,557,3,19,73,Endurance
8963,Bench Press,Chest,Advanced,Endurance,Resistance Band,63,769,2,13,69,Maintenance
8964,Lat Pulldown,Back,Advanced,Cardio,Dumbbells,14,435,6,13,68,Maintenance
8965,Lateral Raises,Shoulders,Advanced,Cardio,Resistance Band,23,830,6,13,136,Muscle Gain
8966,Lunges,Legs,Advanced,Flexibility,Dumbbells,38,947,2,15,55,Endurance
8967,Squats,Legs,Advanced,HIIT,Barbell,41,901,2,14,107,Maintenance
8968,Cycling,Cardio,Beginner,Flexibility,None,22,853,6,13,108,Muscle Gain
8969,Running,Cardio,Advanced,HIIT,Resistance Band,85,339,6,23,175,Maintenance
8970,Cycling,Cardio,Beginner,Strength,None,82,746,4,20,37,Endurance
8971,Walking,Cardio,Beginner,Strength,Resistance Band,35,513,2,8,94,Endurance
8972,Jump Rope,Cardio,Beginner,Strength,None,75,937,4,14,145,Maintenance
8973,Shoulder Press,Shoulders,Intermediate,Strength,None,82,489,1,25,45,Muscle Gain
8974,Leg Press,Legs,Intermediate,HIIT,None,11,420,4,15,106,Maintenance
8975,Tricep Pushdown,Triceps,Beginner,Flexibility,Machine,30,378,1,6,164,Maintenance
8976,Burpees,Full Body,Advanced,HIIT,Dumbbells,12,556,3,8,43,Muscle Gain
8977,Deadlift,Full Body,Intermediate,Endurance,Machine,58,543,2,17,88,Weight Loss
8978,Push-Ups,Chest,Beginner,Endurance,Dumbbells,39,226,6,5,141,Muscle Gain
8979,Plank,Core,Advanced,Strength,Resistance Band,28,957,4,8,58,Muscle Gain
8980,Plank,Core,Beginner,HIIT,Machine,38,359,2,11,141,Maintenance
8981,Running,Cardio,Intermediate,Flexibility,None,21,416,2,12,106,Maintenance
8982,Bicep Curls,Biceps,Advanced,Strength,Barbell,14,435,3,5,126,Maintenance
8983,Lat Pulldown,Back,Beginner,Strength,Barbell,51,382,1,21,149,Endurance
8984,Plank,Core,Beginner,HIIT,Dumbbells,43,256,1,13,54,Weight Loss
8985,Crunches,Core,Intermediate,Flexibility,Dumbbells,75,862,1,23,72,Endurance
8986,Plank,Core,Intermediate,Flexibility,Barbell,83,432,2,5,148,Maintenance
8987,Burpees,Full Body,Beginner,Flexibility,Dumbbells,68,528,6,7,46,Weight Loss
8988,Crunches,Core,Intermediate,Endurance,Barbell,22,487,5,23,66,Muscle Gain
8989,Jump Rope,Cardio,Intermediate,HIIT,Dumbbells,17,548,6,9,33,Endurance
8990,Deadlift,Full Body,Intermediate,Flexibility,Dumbbells,51,502,6,16,109,Endurance
8991,Squats,Legs,Intermediate,Strength,None,36,526,6,18,84,Maintenance
8992,Squats,Legs,Intermediate,Endurance,Resistance Band,83,854,2,20,99,Weight Loss
8993,Tricep Pushdown,Triceps,Intermediate,Cardio,Dumbbells,33,989,5,5,154,Endurance
8994,Push-Ups,Chest,Beginner,Cardio,Barbell,20,728,6,20,58,Weight Loss
8995,Swimming,Cardio,Intermediate,Strength,Dumbbells,78,330,1,9,145,Weight Loss
8996,Crunches,Core,Beginner,HIIT,Machine,44,698,4,25,56,Weight Loss
8997,Running,Cardio,Beginner,Strength,Resistance Band,84,501,6,22,64,Maintenance
8998,Walking,Cardio,Beginner,Strength,Dumbbells,57,684,2,15,33,Maintenance
8999,Crunches,Core,Intermediate,Endurance,Machine,90,918,1,17,109,Weight Loss
9000,Deadlift,Full Body,Intermediate,HIIT,Machine,65,481,6,19,168,Maintenance
9001,Pull-Ups,Back,Beginner,Endurance,Dumbbells,60,456,6,24,152,Endurance
9002,Plank,Core,Intermediate,HIIT,Machine,85,283,4,10,32,Endurance
9003,Walking,Cardio,Beginner,Cardio,None,74,405,4,6,114,Weight Loss
9004,Cycling,Cardio,Beginner,Flexibility,Dumbbells,34,515,1,7,152,Maintenance
9005,Plank,Core,Intermediate,Flexibility,Dumbbells,19,296,5,10,38,Maintenance
9006,Deadlift,Full Body,Advanced,Endurance,Barbell,33,958,2,15,86,Muscle Gain
9007,Push-Ups,Chest,Advanced,HIIT,None,36,868,2,13,56,Maintenance
9008,Bicep Curls,Biceps,Beginner,Strength,Machine,41,268,3,16,38,Endurance
9009,Leg Press,Legs,Advanced,HIIT,Resistance Band,48,506,5,7,138,Endurance
9010,Shoulder Press,Shoulders,Advanced,Cardio,Dumbbells,60,477,3,22,92,Muscle Gain
9011,Burpees,Full Body,Beginner,Flexibility,Machine,30,156,5,23,30,Muscle Gain
9012,Plank,Core,Advanced,Cardio,Resistance Band,90,710,1,12,69,Muscle Gain
9013,Lunges,Legs,Advanced,Strength,Resistance Band,58,747,6,9,121,Maintenance
9014,Leg Press,Legs,Advanced,Endurance,Dumbbells,85,997,4,21,123,Weight Loss
9015,Pull-Ups,Back,Beginner,Endurance,Resistance Band,56,647,4,18,163,Endurance
9016,Lat Pulldown,Back,Advanced,Strength,Dumbbells,46,356,1,17,148,Endurance
9017,Push-Ups,Chest,Beginner,HIIT,Resistance Band,67,603,1,16,67,Maintenance
9018,Swimming,Cardio,Beginner,HIIT,Dumbbells,60,916,3,8,144,Muscle Gain
9019,Swimming,Cardio,Beginner,Strength,Barbell,67,809,3,8,130,Maintenance
9020,Plank,Core,Intermediate,Endurance,Barbell,25,605,5,22,159,Muscle Gain
9021,Walking,Cardio,Intermediate,Flexibility,Resistance Band,89,983,3,14,167,Muscle Gain
9022,Burpees,Full Body,Intermediate,Strength,Resistance Band,30,957,6,23,141,Muscle Gain
9023,Walking,Cardio,Advanced,Endurance,Barbell,18,1000,6,19,62,Endurance
9024,Plank,Core,Advanced,Cardio,Resistance Band,22,895,6,14,154,Maintenance
9025,Bench Press,Chest,Advanced,Flexibility,Barbell,46,431,6,11,84,Muscle Gain
9026,Walking,Cardio,Intermediate,HIIT,None,89,936,1,22,77,Muscle Gain
9027,Bicep Curls,Biceps,Intermediate,Strength,Resistance Band,47,682,6,8,106,Weight Loss
9028,Crunches,Core,Beginner,Cardio,Dumbbells,76,512,2,24,167,Muscle Gain
9029,Swimming,Cardio,Beginner,Endurance,Barbell,32,394,4,20,74,Maintenance
9030,Tricep Pushdown,Triceps,Advanced,Endurance,Machine,21,968,2,13,175,Maintenance
9031,Walking,Cardio,Advanced,Endurance,Machine,14,496,3,24,65,Muscle Gain
9032,Tricep Pushdown,Triceps,Intermediate,Cardio,Machine,75,638,2,8,93,Endurance
9033,Bicep Curls,Biceps,Advanced,Strength,Barbell,38,731,5,22,176,Maintenance
9034,Lunges,Legs,Beginner,Flexibility,None,57,611,3,6,39,Muscle Gain
9035,Leg Press,Legs,Intermediate,Cardio,Resistance Band,87,284,6,22,113,Endurance
9036,Lunges,Legs,Advanced,Flexibility,None,19,993,3,15,124,Endurance
9037,Tricep Pushdown,Triceps,Advanced,Cardio,Barbell,69,932,3,8,125,Endurance
9038,Cycling,Cardio,Beginner,Flexibility,Dumbbells,73,449,3,12,137,Weight Loss
9039,Lat Pulldown,Back,Beginner,Endurance,Resistance Band,85,885,4,22,75,Weight Loss
9040,Bench Press,Chest,Beginner,Flexibility,None,45,778,1,22,179,Endurance
9041,Crunches,Core,Advanced,Cardio,Barbell,21,985,5,21,71,Endurance
9042,Squats,Legs,Advanced,Cardio,Machine,58,792,5,9,107,Endurance
9043,Push-Ups,Chest,Beginner,Cardio,None,32,576,3,8,41,Endurance
9044,Cycling,Cardio,Intermediate,Endurance,Dumbbells,63,591,5,24,120,Maintenance
9045,Burpees,Full Body,Advanced,Endurance,Machine,36,329,6,10,36,Muscle Gain
9046,Lat Pulldown,Back,Beginner,Cardio,Machine,67,858,6,15,65,Weight Loss
9047,Swimming,Cardio,Advanced,Cardio,None,67,994,1,17,108,Maintenance
9048,Plank,Core,Beginner,Endurance,Machine,84,588,4,19,130,Maintenance
9049,Deadlift,Full Body,Advanced,Endurance,Dumbbells,20,482,6,5,92,Muscle Gain
9050,Push-Ups,Chest,Intermediate,HIIT,Dumbbells,80,952,5,21,173,Weight Loss
9051,Swimming,Cardio,Intermediate,Flexibility,Resistance Band,67,441,5,9,138,Endurance
9052,Lunges,Legs,Beginner,Flexibility,Dumbbells,86,636,4,14,33,Weight Loss
9053,Cycling,Cardio,Intermediate,Flexibility,Barbell,39,997,3,11,61,Muscle Gain
9054,Shoulder Press,Shoulders,Intermediate,Strength,Barbell,84,393,6,20,65,Endurance
9055,Deadlift,Full Body,Intermediate,Endurance,None,45,178,4,13,175,Maintenance
9056,Bench Press,Chest,Advanced,Cardio,Dumbbells,58,620,4,25,119,Muscle Gain
9057,Burpees,Full Body,Advanced,Strength,Dumbbells,11,763,2,7,81,Weight Loss
9058,Lat Pulldown,Back,Intermediate,Cardio,None,62,941,2,7,77,Muscle Gain
9059,Deadlift,Full Body,Advanced,Flexibility,Dumbbells,54,609,3,20,55,Muscle Gain
9060,Lunges,Legs,Advanced,Cardio,Dumbbells,49,503,2,16,43,Endurance
9061,Deadlift,Full Body,Advanced,Strength,None,84,817,2,9,52,Muscle Gain
9062,Bench Press,Chest,Beginner,Cardio,None,51,538,2,8,79,Weight Loss
9063,Leg Press,Legs,Intermediate,HIIT,Resistance Band,70,973,5,23,134,Weight Loss
9064,Lat Pulldown,Back,Beginner,Flexibility,Barbell,63,293,4,9,98,Weight Loss
9065,Plank,Core,Beginner,Strength,Dumbbells,67,464,4,25,58,Endurance
9066,Plank,Core,Intermediate,Endurance,Dumbbells,84,932,4,21,86,Maintenance
9067,Pull-Ups,Back,Intermediate,Strength,Dumbbells,80,948,6,24,72,Muscle Gain
9068,Burpees,Full Body,Advanced,Strength,None,27,485,6,13,120,Weight Loss
9069,Lateral Raises,Shoulders,Beginner,Endurance,None,41,677,1,12,76,Maintenance
9070,Tricep Pushdown,Triceps,Advanced,HIIT,Barbell,16,607,6,23,167,Muscle Gain
9071,Squats,Legs,Advanced,Flexibility,Dumbbells,53,626,4,23,92,Weight Loss
9072,Tricep Pushdown,Triceps,Beginner,Flexibility,Machine,45,785,3,24,163,Endurance
9073,Pull-Ups,Back,Advanced,Flexibility,Barbell,90,758,3,11,95,Muscle Gain
9074,Walking,Cardio,Intermediate,HIIT,Dumbbells,62,423,4,6,30,Weight Loss
9075,Swimming,Cardio,Intermediate,Endurance,Machine,25,282,3,20,98,Maintenance
9076,Swimming,Cardio,Advanced,Endurance,None,41,712,1,14,82,Weight Loss
9077,Push-Ups,Chest,Beginner,Flexibility,Barbell,13,672,2,6,37,Muscle Gain
9078,Jump Rope,Cardio,Advanced,Strength,Dumbbells,61,250,4,24,161,Weight Loss
9079,Cycling,Cardio,Advanced,Flexibility,Machine,39,970,5,23,99,Weight Loss
9080,Walking,Cardio,Advanced,Strength,Barbell,38,526,3,5,137,Muscle Gain
9081,Swimming,Cardio,Intermediate,Endurance,None,42,762,1,21,166,Endurance
9082,Lunges,Legs,Beginner,HIIT,Barbell,61,296,4,7,170,Weight Loss
9083,Bicep Curls,Biceps,Beginner,Cardio,Dumbbells,18,765,2,19,64,Weight Loss
9084,Tricep Pushdown,Triceps,Intermediate,HIIT,Resistance Band,62,757,6,17,40,Endurance
9085,Bench Press,Chest,Beginner,Cardio,Barbell,82,505,1,12,70,Endurance
9086,Lunges,Legs,Beginner,Endurance,Resistance Band,77,343,3,22,160,Muscle Gain
9087,Cycling,Cardio,Intermediate,Endurance,None,17,858,3,5,84,Maintenance
9088,Swimming,Cardio,Intermediate,Flexibility,Dumbbells,76,446,1,17,74,Maintenance
9089,Burpees,Full Body,Advanced,Endurance,Barbell,45,593,4,18,86,Maintenance
9090,Jump Rope,Cardio,Intermediate,Cardio,Resistance Band,44,694,5,20,106,Muscle Gain
9091,Burpees,Full Body,Beginner,HIIT,Machine,63,666,6,7,40,Endurance
9092,Walking,Cardio,Intermediate,HIIT,Barbell,23,208,2,6,125,Muscle Gain
9093,Crunches,Core,Advanced,Cardio,Dumbbells,57,742,2,25,32,Muscle Gain
9094,Cycling,Cardio,Advanced,Cardio,Machine,89,193,1,8,77,Endurance
9095,Jump Rope,Cardio,Advanced,Flexibility,Resistance Band,63,701,5,17,83,Weight Loss
9096,Crunches,Core,Intermediate,Strength,Machine,48,362,1,18,45,Endurance
9097,Push-Ups,Chest,Intermediate,HIIT,Dumbbells,85,270,5,14,54,Maintenance
9098,Burpees,Full Body,Advanced,Flexibility,None,45,254,3,21,97,Muscle Gain
9099,Cycling,Cardio,Intermediate,Flexibility,None,49,299,1,5,154,Muscle Gain
9100,Swimming,Cardio,Beginner,Flexibility,Dumbbells,27,245,5,19,126,Weight Loss
9101,Swimming,Cardio,Advanced,Cardio,None,10,467,1,5,131,Muscle Gain
9102,Lunges,Legs,Advanced,Cardio,Barbell,73,977,6,25,48,Maintenance
9103,Lunges,Legs,Advanced,Flexibility,None,51,635,3,22,128,Endurance
9104,Running,Cardio,Advanced,Endurance,Machine,40,882,6,17,64,Muscle Gain
9105,Plank,Core,Beginner,HIIT,Machine,79,833,4,17,116,Maintenance
9106,Bicep Curls,Biceps,Advanced,HIIT,Resistance Band,54,769,2,13,80,Muscle Gain
