Food_ID,Food_Name,Category,Serving_Size_g,Calories,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Meal_Type,Diet_Type
9154,Sweet Potato,Carbohydrate,54,598,48.4,51.7,33.2,13.7,44.6,107,Dinner,Weight Loss
9155,Olive Oil,Healthy Fat,127,538,49.7,12.3,18.1,16.5,25.7,114,Snack,Weight Loss
9156,Apple,Fruit,410,163,56.6,8.0,7.6,0.1,21.1,58,Snack,Maintenance
9157,Egg,Protein,415,303,21.1,58.1,35.2,15.9,36.4,1055,Snack,Maintenance
9158,Spinach,Vegetable,476,175,16.3,75.5,37.4,18.5,38.1,897,Lunch,Muscle Gain
9159,Spinach,Vegetable,218,229,47.5,88.2,23.9,0.4,49.5,906,Lunch,Weight Loss
9160,Broccoli,Vegetable,329,742,19.5,61.8,34.8,7.6,27.1,34,Lunch,Maintenance
9161,Olive Oil,Healthy Fat,171,331,45.4,72.4,38.7,15.0,8.1,121,Snack,Maintenance
9162,Peanut Butter,Healthy Fat,203,237,29.1,1.4,0.5,0.8,22.3,1170,Dinner,Maintenance
9163,Chicken Breast,Protein,493,558,23.5,23.3,23.1,14.3,32.8,513,Snack,Maintenance
9164,Brown Rice,Carbohydrate,400,114,58.5,18.3,13.0,2.9,47.8,269,Lunch,Maintenance
9165,Peanut Butter,Healthy Fat,170,585,6.7,86.7,9.9,15.0,3.1,827,Lunch,Weight Loss
9166,Tuna,Protein,161,54,13.3,60.6,7.7,9.4,44.9,513,Lunch,Muscle Gain
9167,Broccoli,Vegetable,174,354,21.1,58.9,39.9,17.3,30.8,768,Lunch,Maintenance
9168,Almonds,Healthy Fat,164,148,49.0,12.3,2.3,5.1,6.6,364,Breakfast,Muscle Gain
9169,Spinach,Vegetable,285,640,38.3,46.9,35.8,19.7,17.1,95,Breakfast,Maintenance
9170,Carrot,Vegetable,388,181,34.4,35.6,37.5,14.9,4.7,584,Dinner,Maintenance
9171,Chicken Breast,Protein,353,648,24.0,67.1,27.2,0.9,30.1,1047,Breakfast,Muscle Gain
9172,Chicken Breast,Protein,383,279,6.0,50.5,15.9,8.7,20.7,1088,Snack,Maintenance
9173,Carrot,Vegetable,110,178,25.2,67.9,32.5,1.1,13.7,924,Breakfast,Muscle Gain
9174,Egg,Protein,468,316,28.7,35.1,20.5,11.8,46.3,434,Breakfast,Muscle Gain
9175,Brown Rice,Carbohydrate,377,661,9.8,69.9,15.5,2.3,18.3,1144,Breakfast,Maintenance
9176,Broccoli,Vegetable,482,140,35.6,24.0,38.4,12.9,45.8,578,Lunch,Muscle Gain
9177,Greek Yogurt,Protein,486,799,30.1,67.1,0.1,15.1,20.5,772,Breakfast,Muscle Gain
9178,Tuna,Protein,373,636,44.9,91.8,35.3,3.8,12.4,480,Lunch,Muscle Gain
9179,Carrot,Vegetable,375,506,19.5,97.4,32.8,1.7,22.1,554,Dinner,Muscle Gain
9180,Salmon,Protein,128,374,7.5,50.7,18.1,2.3,33.4,600,Snack,Maintenance
9181,Orange,Fruit,481,678,21.1,46.6,32.5,18.9,26.9,617,Dinner,Maintenance
9182,Sweet Potato,Carbohydrate,333,464,8.0,74.5,8.4,6.6,14.5,351,Lunch,Muscle Gain
9183,Carrot,Vegetable,82,550,34.1,22.1,15.9,15.3,9.5,44,Breakfast,Muscle Gain
9184,Salmon,Protein,37,219,57.1,79.4,17.4,16.7,37.5,1041,Snack,Weight Loss
9185,Greek Yogurt,Protein,292,104,0.3,83.9,12.9,13.3,39.2,564,Dinner,Muscle Gain
9186,Tuna,Protein,63,724,1.2,39.8,11.2,7.0,41.8,878,Lunch,Maintenance
9187,Brown Rice,Carbohydrate,496,119,16.5,84.4,23.3,5.5,43.9,123,Lunch,Maintenance
9188,Spinach,Vegetable,457,774,8.1,18.3,39.5,3.8,1.3,871,Snack,Maintenance
9189,Broccoli,Vegetable,74,513,48.9,18.7,16.2,17.1,22.1,879,Dinner,Muscle Gain
9190,Salmon,Protein,261,557,10.1,39.9,18.6,11.4,3.9,685,Dinner,Muscle Gain
9191,Salmon,Protein,228,613,34.9,31.7,28.7,0.9,38.8,1009,Dinner,Muscle Gain
9192,Broccoli,Vegetable,392,608,39.3,36.4,34.1,13.1,40.6,666,Dinner,Maintenance
9193,Oats,Carbohydrate,450,756,8.7,24.5,16.5,1.3,33.9,473,Dinner,Weight Loss
9194,Carrot,Vegetable,146,619,0.5,15.8,13.9,12.7,5.3,1119,Breakfast,Weight Loss
9195,Chicken Breast,Protein,161,430,9.6,56.7,23.6,19.4,17.1,994,Dinner,Weight Loss
9196,Salmon,Protein,467,635,58.3,77.7,5.5,3.5,49.6,1049,Breakfast,Weight Loss
9197,Carrot,Vegetable,369,413,8.1,41.5,0.7,14.0,37.6,215,Snack,Weight Loss
9198,Almonds,Healthy Fat,175,778,17.9,55.0,34.5,1.2,14.9,698,Dinner,Weight Loss
9199,Broccoli,Vegetable,472,454,46.7,70.9,21.3,6.1,49.7,823,Snack,Muscle Gain
9200,Avocado,Healthy Fat,418,455,42.0,67.6,27.0,8.4,36.2,395,Lunch,Muscle Gain
9201,Broccoli,Vegetable,388,112,47.7,2.6,19.4,9.1,4.1,545,Breakfast,Muscle Gain
9202,Olive Oil,Healthy Fat,187,557,26.4,65.1,14.8,1.3,4.9,180,Dinner,Muscle Gain
9203,Spinach,Vegetable,227,535,25.9,42.1,14.4,4.4,35.8,561,Lunch,Maintenance
9204,Sweet Potato,Carbohydrate,155,116,31.1,54.0,16.8,8.3,25.1,1186,Snack,Weight Loss
9205,Cheese,Dairy,161,474,26.2,94.6,5.8,2.4,35.2,228,Dinner,Muscle Gain
9206,Cheese,Dairy,100,373,37.1,74.7,5.9,11.6,20.8,618,Snack,Muscle Gain
9207,Carrot,Vegetable,86,572,34.9,67.7,9.4,4.9,40.5,1114,Snack,Weight Loss
9208,Sweet Potato,Carbohydrate,46,331,52.3,62.6,0.6,1.9,44.2,776,Dinner,Weight Loss
9209,Egg,Protein,302,546,27.1,73.2,29.9,17.5,44.8,318,Dinner,Weight Loss
9210,Avocado,Healthy Fat,433,559,57.4,31.0,36.6,5.0,44.5,1117,Snack,Muscle Gain
9211,Cheese,Dairy,179,160,34.7,18.2,21.3,12.8,17.9,650,Lunch,Muscle Gain
9212,Orange,Fruit,421,94,1.4,87.7,25.4,3.6,40.9,42,Dinner,Maintenance
9213,Spinach,Vegetable,495,129,13.0,11.2,9.6,15.3,34.7,60,Dinner,Muscle Gain
9214,Milk,Dairy,264,749,37.7,68.6,11.2,18.3,15.2,101,Breakfast,Weight Loss
9215,Broccoli,Vegetable,472,711,23.3,72.4,32.2,13.0,39.4,360,Snack,Muscle Gain
9216,Salmon,Protein,35,505,21.7,97.8,25.0,1.8,6.7,105,Lunch,Weight Loss
9217,Salmon,Protein,463,358,4.6,9.7,5.5,17.7,43.9,435,Breakfast,Maintenance
9218,Apple,Fruit,98,762,1.1,86.5,28.9,5.5,34.8,231,Breakfast,Muscle Gain
9219,Cheese,Dairy,338,240,11.3,61.2,23.5,9.0,33.4,876,Breakfast,Muscle Gain
9220,Salmon,Protein,476,327,36.3,26.5,20.4,18.0,39.6,743,Lunch,Muscle Gain
9221,Banana,Fruit,182,182,8.2,72.6,24.1,6.5,27.1,486,Snack,Muscle Gain
9222,Broccoli,Vegetable,295,576,1.9,35.0,23.2,15.1,37.3,899,Lunch,Weight Loss
9223,Cheese,Dairy,346,488,48.1,1.7,20.1,5.2,15.1,650,Dinner,Maintenance
9224,Milk,Dairy,347,224,16.8,25.3,20.2,15.1,10.6,538,Dinner,Muscle Gain
9225,Cheese,Dairy,237,632,24.7,15.4,29.3,17.8,32.3,548,Breakfast,Weight Loss
9226,Spinach,Vegetable,390,749,13.1,10.6,18.8,14.5,46.3,737,Dinner,Muscle Gain
9227,Avocado,Healthy Fat,110,554,49.6,31.0,39.0,0.6,36.9,418,Breakfast,Maintenance
9228,Avocado,Healthy Fat,436,111,26.4,8.6,32.1,4.9,19.3,151,Breakfast,Weight Loss
9229,Carrot,Vegetable,492,295,27.8,97.0,13.6,2.1,6.3,522,Dinner,Weight Loss
9230,Olive Oil,Healthy Fat,471,206,1.7,78.1,34.1,14.5,35.0,263,Lunch,Muscle Gain
9231,Almonds,Healthy Fat,40,792,37.9,98.7,31.6,9.4,26.2,826,Dinner,Maintenance
9232,Milk,Dairy,308,767,2.1,10.3,27.9,14.5,49.5,680,Dinner,Maintenance
9233,Tuna,Protein,74,599,1.3,76.3,18.0,14.6,47.0,377,Lunch,Weight Loss
9234,Egg,Protein,438,152,35.1,14.9,26.1,9.6,34.0,1089,Dinner,Weight Loss
9235,Sweet Potato,Carbohydrate,296,397,20.8,11.4,2.2,10.3,33.2,971,Breakfast,Maintenance
9236,Greek Yogurt,Protein,173,273,58.0,95.5,36.9,5.6,26.2,189,Lunch,Maintenance
9237,Avocado,Healthy Fat,388,229,21.7,80.7,3.7,5.5,25.6,514,Breakfast,Weight Loss
9238,Orange,Fruit,168,359,27.8,31.8,29.8,16.3,30.1,46,Breakfast,Weight Loss
9239,Sweet Potato,Carbohydrate,169,460,9.5,85.6,3.0,17.4,19.7,1147,Lunch,Maintenance
9240,Banana,Fruit,320,164,46.5,97.4,8.9,3.1,36.6,57,Lunch,Weight Loss
9241,Brown Rice,Carbohydrate,219,775,52.6,89.7,6.6,14.2,11.6,64,Snack,Muscle Gain
9242,Tuna,Protein,480,693,2.0,80.7,30.4,12.4,19.4,1162,Lunch,Weight Loss
9243,Egg,Protein,408,283,44.3,82.9,23.8,9.9,7.5,918,Lunch,Weight Loss
9244,Sweet Potato,Carbohydrate,192,500,44.2,58.4,10.7,8.9,16.3,53,Breakfast,Weight Loss
9245,Avocado,Healthy Fat,65,774,23.6,96.7,8.0,3.5,25.8,851,Snack,Muscle Gain
9246,Apple,Fruit,147,405,10.2,96.5,39.1,16.0,33.0,280,Lunch,Muscle Gain
9247,Egg,Protein,485,282,41.3,14.9,7.1,17.8,33.2,941,Snack,Weight Loss
9248,Egg,Protein,456,534,2.1,21.7,32.8,15.5,30.2,330,Lunch,Weight Loss
9249,Egg,Protein,382,733,56.4,87.7,6.9,8.6,14.6,414,Snack,Muscle Gain
9250,Milk,Dairy,442,123,54.4,77.5,17.8,10.4,18.4,145,Dinner,Muscle Gain
9251,Brown Rice,Carbohydrate,93,213,22.0,54.1,25.7,13.7,11.5,448,Lunch,Maintenance
9252,Greek Yogurt,Protein,171,467,9.2,89.7,26.2,17.2,45.1,541,Lunch,Muscle Gain
9253,Milk,Dairy,72,763,39.6,28.1,21.7,11.7,40.6,1121,Snack,Maintenance
9254,Banana,Fruit,161,211,35.0,77.9,18.6,6.4,23.9,228,Lunch,Weight Loss
9255,Sweet Potato,Carbohydrate,172,496,23.4,26.0,37.9,13.8,35.3,844,Lunch,Maintenance
9256,Avocado,Healthy Fat,419,214,9.4,32.7,12.8,14.4,45.8,796,Lunch,Weight Loss
9257,Sweet Potato,Carbohydrate,41,643,56.5,93.4,7.6,5.3,11.8,605,Dinner,Weight Loss
9258,Greek Yogurt,Protein,449,411,55.6,5.7,7.9,10.8,21.6,1078,Breakfast,Muscle Gain
9259,Broccoli,Vegetable,310,221,18.2,50.3,39.5,15.0,36.8,6,Breakfast,Maintenance
9260,Egg,Protein,94,744,56.8,26.7,31.5,18.0,43.5,859,Lunch,Maintenance
9261,Spinach,Vegetable,415,531,44.8,77.6,1.2,9.3,0.3,527,Snack,Maintenance
9262,Salmon,Protein,295,794,40.3,63.5,3.9,12.8,16.4,431,Lunch,Maintenance
9263,Sweet Potato,Carbohydrate,349,359,5.0,35.4,35.0,19.6,18.6,912,Snack,Maintenance
9264,Egg,Protein,334,646,7.4,64.3,16.0,11.4,4.6,852,Dinner,Weight Loss
9265,Broccoli,Vegetable,87,689,8.5,91.1,27.0,17.5,21.2,751,Lunch,Maintenance
9266,Peanut Butter,Healthy Fat,438,165,24.9,32.6,39.6,11.7,36.3,237,Breakfast,Muscle Gain
9267,Olive Oil,Healthy Fat,98,744,35.6,37.1,1.8,5.3,45.8,983,Snack,Weight Loss
9268,Peanut Butter,Healthy Fat,195,664,59.5,76.3,33.8,4.0,29.6,447,Breakfast,Weight Loss
9269,Chicken Breast,Protein,136,406,40.5,42.2,4.8,6.8,5.0,1194,Dinner,Muscle Gain
9270,Oats,Carbohydrate,114,301,49.9,44.0,27.4,0.7,37.0,13,Snack,Maintenance
9271,Chicken Breast,Protein,442,271,2.6,0.8,28.7,19.8,36.6,733,Dinner,Muscle Gain
9272,Tuna,Protein,72,189,19.3,65.1,33.4,7.8,16.4,248,Dinner,Muscle Gain
9273,Avocado,Healthy Fat,417,412,13.5,69.6,17.2,17.8,45.4,607,Lunch,Weight Loss
9274,Carrot,Vegetable,415,694,48.1,50.5,8.0,5.5,32.0,544,Breakfast,Muscle Gain
9275,Cheese,Dairy,484,124,10.0,82.4,3.9,15.7,49.4,323,Lunch,Muscle Gain
9276,Spinach,Vegetable,333,161,14.6,85.3,11.0,14.7,14.2,1058,Breakfast,Weight Loss
9277,Orange,Fruit,192,488,13.6,71.7,38.7,19.6,15.8,228,Lunch,Weight Loss
9278,Avocado,Healthy Fat,145,388,40.9,81.0,34.1,8.1,30.7,302,Breakfast,Maintenance
9279,Chicken Breast,Protein,486,252,25.7,23.3,17.9,8.5,30.0,1021,Lunch,Muscle Gain
9280,Sweet Potato,Carbohydrate,363,310,1.4,46.1,10.8,10.5,45.3,99,Snack,Muscle Gain
9281,Salmon,Protein,223,183,38.3,86.6,37.7,12.3,15.4,1038,Snack,Maintenance
9282,Salmon,Protein,159,794,10.5,64.8,26.1,6.5,47.3,600,Snack,Weight Loss
9283,Cheese,Dairy,345,174,45.7,81.9,36.4,10.0,25.4,46,Snack,Maintenance
9284,Carrot,Vegetable,304,580,41.1,60.6,37.1,14.1,6.4,1199,Snack,Weight Loss
9285,Salmon,Protein,54,472,9.2,57.2,36.4,17.1,41.1,954,Snack,Maintenance
9286,Banana,Fruit,401,480,53.1,31.6,21.4,11.5,22.9,946,Snack,Maintenance
9287,Brown Rice,Carbohydrate,358,453,52.1,2.2,37.5,0.6,12.2,391,Breakfast,Muscle Gain
9288,Spinach,Vegetable,116,495,27.7,12.3,33.1,6.9,5.8,1077,Dinner,Maintenance
9289,Greek Yogurt,Protein,146,235,56.2,77.5,23.2,12.1,36.3,787,Breakfast,Maintenance
9290,Brown Rice,Carbohydrate,98,330,22.3,41.5,0.5,7.9,5.5,662,Dinner,Weight Loss
9291,Almonds,Healthy Fat,109,628,0.9,25.6,13.2,0.6,46.4,1139,Breakfast,Maintenance
9292,Salmon,Protein,208,561,55.9,88.1,31.2,7.9,25.3,621,Snack,Weight Loss
9293,Oats,Carbohydrate,101,780,30.8,36.1,26.8,5.0,48.6,319,Lunch,Maintenance
9294,Spinach,Vegetable,298,711,20.7,71.8,7.1,17.8,30.0,322,Lunch,Maintenance
9295,Sweet Potato,Carbohydrate,229,528,22.2,18.4,25.4,0.6,26.6,269,Dinner,Maintenance
9296,Chicken Breast,Protein,403,625,43.9,66.5,9.4,1.7,29.5,16,Snack,Muscle Gain
9297,Olive Oil,Healthy Fat,121,119,21.4,98.4,0.6,11.4,5.5,1021,Dinner,Maintenance
9298,Sweet Potato,Carbohydrate,179,346,23.6,14.6,1.2,1.0,22.1,904,Snack,Muscle Gain
9299,Salmon,Protein,332,214,37.3,87.9,10.8,12.2,34.9,146,Breakfast,Maintenance
9300,Spinach,Vegetable,391,623,39.2,29.6,20.6,16.5,17.2,713,Breakfast,Maintenance
9301,Chicken Breast,Protein,212,717,28.9,7.9,7.7,8.5,39.6,787,Breakfast,Weight Loss
9302,Olive Oil,Healthy Fat,434,282,41.4,35.0,17.2,5.8,28.3,161,Breakfast,Maintenance
9303,Broccoli,Vegetable,354,338,38.3,89.7,13.0,11.0,35.9,656,Snack,Maintenance
9304,Salmon,Protein,139,555,14.2,76.2,4.1,12.9,17.6,614,Snack,Muscle Gain
9305,Avocado,Healthy Fat,352,683,59.7,79.9,2.0,2.9,30.2,31,Breakfast,Muscle Gain
9306,Oats,Carbohydrate,292,107,27.0,6.6,37.1,15.3,35.6,1160,Lunch,Muscle Gain
9307,Greek Yogurt,Protein,363,106,52.7,48.5,33.8,4.2,6.8,574,Dinner,Weight Loss
9308,Apple,Fruit,355,268,48.6,29.1,10.5,19.8,47.0,998,Dinner,Weight Loss
9309,Brown Rice,Carbohydrate,31,201,19.4,42.0,17.4,5.2,26.9,651,Lunch,Maintenance
9310,Spinach,Vegetable,190,44,35.3,64.5,15.5,3.2,8.3,629,Snack,Muscle Gain
9311,Brown Rice,Carbohydrate,451,573,58.4,84.4,7.7,1.0,43.8,1194,Dinner,Muscle Gain
9312,Carrot,Vegetable,53,490,38.5,23.4,39.9,5.9,11.9,816,Dinner,Maintenance
9313,Egg,Protein,397,779,56.6,40.3,0.2,0.2,3.2,364,Snack,Muscle Gain
9314,Peanut Butter,Healthy Fat,138,454,49.9,84.5,32.8,20.0,5.2,672,Lunch,Muscle Gain
9315,Spinach,Vegetable,473,339,40.0,53.2,35.6,8.3,47.1,513,Dinner,Muscle Gain
9316,Olive Oil,Healthy Fat,440,726,25.1,26.8,10.4,17.5,20.7,976,Breakfast,Weight Loss
9317,Broccoli,Vegetable,182,293,30.9,23.0,26.9,2.9,20.1,349,Lunch,Muscle Gain
9318,Egg,Protein,311,232,2.2,8.4,39.1,10.6,43.1,502,Dinner,Maintenance
9319,Salmon,Protein,489,229,35.5,79.9,29.6,6.5,20.9,1039,Dinner,Muscle Gain
9320,Greek Yogurt,Protein,244,624,37.9,38.5,24.4,8.9,22.9,516,Lunch,Maintenance
9321,Spinach,Vegetable,30,568,2.7,8.0,23.5,17.4,22.6,133,Dinner,Weight Loss
9322,Salmon,Protein,496,345,9.7,52.2,26.0,4.9,30.4,692,Dinner,Maintenance
9323,Sweet Potato,Carbohydrate,463,251,33.2,77.1,20.3,17.1,0.4,436,Breakfast,Weight Loss
9324,Peanut Butter,Healthy Fat,92,265,41.3,69.4,3.6,14.5,43.8,155,Breakfast,Muscle Gain
9325,Cheese,Dairy,242,79,7.3,35.6,38.1,9.9,11.4,579,Snack,Maintenance
9326,Spinach,Vegetable,202,128,16.3,6.4,19.2,0.6,38.1,231,Lunch,Maintenance
9327,Egg,Protein,96,406,30.2,89.0,22.7,5.7,11.0,85,Snack,Weight Loss
9328,Spinach,Vegetable,431,253,31.1,61.3,36.6,8.0,23.2,331,Dinner,Muscle Gain
9329,Tuna,Protein,61,198,26.8,19.3,18.0,0.1,2.9,787,Dinner,Maintenance
9330,Olive Oil,Healthy Fat,296,294,38.6,17.6,28.8,0.5,13.4,355,Breakfast,Weight Loss
9331,Egg,Protein,233,788,44.5,79.0,26.7,13.1,41.8,490,Snack,Muscle Gain
9332,Milk,Dairy,79,119,5.2,55.0,9.0,1.2,8.6,380,Dinner,Maintenance
9333,Carrot,Vegetable,438,620,33.6,22.8,17.3,10.5,19.9,667,Breakfast,Weight Loss
9334,Greek Yogurt,Protein,239,223,22.6,85.2,15.3,9.2,2.8,659,Dinner,Maintenance
9335,Greek Yogurt,Protein,473,521,20.5,69.0,20.2,4.2,44.3,631,Breakfast,Weight Loss
9336,Broccoli,Vegetable,428,215,45.6,54.8,40.0,2.7,36.3,83,Dinner,Maintenance
9337,Milk,Dairy,432,97,53.6,84.3,7.3,16.5,35.3,493,Snack,Maintenance
9338,Brown Rice,Carbohydrate,347,736,51.8,94.0,28.6,13.4,3.5,847,Lunch,Weight Loss
9339,Sweet Potato,Carbohydrate,238,523,59.8,53.0,31.5,4.9,28.5,456,Lunch,Weight Loss
9340,Banana,Fruit,141,54,58.8,32.9,25.3,12.4,37.8,402,Lunch,Muscle Gain
9341,Egg,Protein,192,295,17.1,26.1,36.9,19.3,41.6,723,Snack,Weight Loss
9342,Oats,Carbohydrate,334,327,20.1,29.0,19.8,2.3,4.1,1195,Breakfast,Maintenance
9343,Milk,Dairy,335,497,41.0,52.1,18.1,7.8,46.0,937,Lunch,Weight Loss
9344,Peanut Butter,Healthy Fat,33,584,36.2,31.1,34.5,19.2,6.5,326,Lunch,Muscle Gain
9345,Sweet Potato,Carbohydrate,169,579,43.1,39.8,33.9,17.6,15.3,1135,Breakfast,Weight Loss
9346,Avocado,Healthy Fat,290,128,55.9,57.7,24.4,18.5,46.1,334,Lunch,Maintenance
9347,Salmon,Protein,380,769,14.6,15.3,19.3,12.2,24.0,752,Dinner,Maintenance
9348,Milk,Dairy,82,456,10.7,54.2,33.3,4.0,47.9,367,Dinner,Muscle Gain
9349,Olive Oil,Healthy Fat,457,566,35.5,59.8,26.9,4.2,34.9,127,Lunch,Muscle Gain
9350,Brown Rice,Carbohydrate,364,424,54.8,82.9,30.6,17.8,30.6,748,Snack,Maintenance
9351,Carrot,Vegetable,186,646,42.6,48.3,0.6,10.2,41.1,1088,Lunch,Muscle Gain
9352,Milk,Dairy,181,236,47.4,0.2,20.4,15.1,40.6,753,Dinner,Muscle Gain
9353,Broccoli,Vegetable,37,504,6.6,77.0,14.6,4.4,28.1,1094,Dinner,Muscle Gain
9354,Tuna,Protein,194,558,1.3,34.4,31.3,18.3,43.2,261,Breakfast,Muscle Gain
9355,Carrot,Vegetable,287,514,33.4,7.5,39.5,18.9,30.8,518,Dinner,Muscle Gain
9356,Egg,Protein,373,571,21.9,9.5,32.7,17.4,10.1,713,Dinner,Maintenance
9357,Egg,Protein,347,432,58.1,15.1,5.5,12.9,36.3,940,Dinner,Muscle Gain
9358,Cheese,Dairy,96,451,35.6,42.9,22.2,8.9,0.7,779,Breakfast,Maintenance
9359,Sweet Potato,Carbohydrate,112,199,33.6,64.6,25.4,10.9,7.8,419,Breakfast,Weight Loss
9360,Oats,Carbohydrate,314,691,54.0,43.2,30.1,2.8,19.2,962,Lunch,Muscle Gain
9361,Tuna,Protein,220,364,9.6,61.4,23.4,19.2,31.7,61,Lunch,Muscle Gain
9362,Chicken Breast,Protein,149,481,42.2,20.8,23.4,0.4,3.9,511,Lunch,Weight Loss
9363,Spinach,Vegetable,223,427,45.4,62.6,27.9,13.1,30.6,522,Dinner,Weight Loss
9364,Banana,Fruit,171,222,8.2,3.8,27.7,14.7,34.4,430,Breakfast,Weight Loss
9365,Greek Yogurt,Protein,323,355,14.7,35.2,7.9,19.5,43.1,476,Snack,Weight Loss
9366,Apple,Fruit,256,561,48.8,74.3,24.5,3.5,45.3,137,Dinner,Muscle Gain
9367,Chicken Breast,Protein,229,586,13.7,36.7,26.7,16.2,47.9,390,Snack,Maintenance
9368,Broccoli,Vegetable,135,440,7.0,92.0,39.3,11.3,25.3,415,Breakfast,Muscle Gain
9369,Sweet Potato,Carbohydrate,104,190,20.1,5.0,14.5,8.7,0.7,233,Lunch,Weight Loss
9370,Olive Oil,Healthy Fat,92,144,26.9,86.0,8.1,6.2,19.5,150,Snack,Weight Loss
9371,Avocado,Healthy Fat,350,308,13.2,53.9,16.4,3.4,27.0,449,Lunch,Weight Loss
9372,Spinach,Vegetable,102,96,19.9,84.7,30.2,1.9,44.4,441,Breakfast,Maintenance
9373,Egg,Protein,127,73,18.7,70.6,11.4,7.4,22.6,1089,Dinner,Maintenance
9374,Chicken Breast,Protein,83,59,35.7,92.6,28.3,13.4,20.2,443,Snack,Maintenance
9375,Apple,Fruit,487,645,23.2,98.2,14.3,7.7,17.1,124,Snack,Maintenance
9376,Milk,Dairy,44,647,38.9,7.9,6.9,6.4,21.3,729,Dinner,Weight Loss
9377,Milk,Dairy,494,120,9.8,73.3,28.4,18.3,30.0,193,Lunch,Maintenance
9378,Greek Yogurt,Protein,310,93,0.3,3.9,4.8,18.1,0.4,169,Dinner,Muscle Gain
9379,Milk,Dairy,80,351,23.2,95.5,6.4,11.3,24.7,550,Lunch,Muscle Gain
9380,Peanut Butter,Healthy Fat,140,75,24.4,0.4,29.3,11.2,2.5,769,Snack,Weight Loss
9381,Salmon,Protein,287,661,10.6,9.7,35.5,2.3,42.6,4,Breakfast,Muscle Gain
9382,Greek Yogurt,Protein,380,423,31.5,59.4,34.7,6.3,6.1,1109,Snack,Muscle Gain
9383,Almonds,Healthy Fat,468,637,53.8,93.5,31.1,4.5,6.4,352,Lunch,Muscle Gain
9384,Oats,Carbohydrate,451,333,4.9,95.8,15.1,0.1,42.1,680,Breakfast,Maintenance
9385,Oats,Carbohydrate,435,787,51.5,25.5,1.5,3.3,45.9,1058,Snack,Muscle Gain
9386,Banana,Fruit,229,678,58.6,78.9,21.5,16.9,28.7,916,Dinner,Weight Loss
9387,Banana,Fruit,394,73,18.8,48.7,1.5,15.8,40.2,713,Lunch,Weight Loss
9388,Peanut Butter,Healthy Fat,129,679,24.6,14.8,6.7,11.0,9.9,1177,Dinner,Weight Loss
9389,Salmon,Protein,65,380,52.4,15.8,33.8,4.4,30.6,558,Snack,Muscle Gain
9390,Apple,Fruit,149,257,34.7,61.1,19.2,15.4,17.2,932,Breakfast,Weight Loss
9391,Olive Oil,Healthy Fat,482,589,58.9,31.6,19.5,18.6,28.1,403,Breakfast,Maintenance
9392,Tuna,Protein,242,80,55.7,92.7,1.8,2.5,40.1,581,Lunch,Muscle Gain
9393,Broccoli,Vegetable,469,343,27.4,19.6,13.9,14.1,21.3,479,Breakfast,Weight Loss
9394,Egg,Protein,497,164,45.6,16.5,6.3,3.5,5.7,661,Dinner,Maintenance
9395,Brown Rice,Carbohydrate,301,717,15.2,77.0,5.3,7.5,11.8,160,Breakfast,Weight Loss
9396,Salmon,Protein,139,731,49.3,12.2,15.4,11.2,10.8,789,Lunch,Weight Loss
9397,Peanut Butter,Healthy Fat,305,484,39.7,35.9,26.7,17.9,8.7,1068,Snack,Weight Loss
9398,Apple,Fruit,272,672,53.2,73.0,23.6,0.7,9.5,438,Dinner,Maintenance
9399,Oats,Carbohydrate,157,552,3.1,22.1,13.9,4.3,8.8,933,Breakfast,Weight Loss
9400,Orange,Fruit,57,388,25.1,92.3,28.0,2.2,8.3,804,Snack,Muscle Gain
9401,Carrot,Vegetable,260,423,35.8,36.9,24.2,5.4,0.6,1017,Snack,Muscle Gain
9402,Greek Yogurt,Protein,86,780,8.0,48.6,21.3,15.4,33.3,464,Dinner,Maintenance
9403,Carrot,Vegetable,354,152,20.9,7.4,24.4,7.1,15.8,761,Breakfast,Muscle Gain
9404,Peanut Butter,Healthy Fat,147,206,48.5,10.3,15.7,8.9,49.7,1036,Dinner,Maintenance
9405,Almonds,Healthy Fat,91,118,1.4,62.2,0.2,11.5,37.2,118,Breakfast,Weight Loss
9406,Chicken Breast,Protein,206,400,40.3,78.8,37.7,8.7,21.5,433,Lunch,Weight Loss
9407,Olive Oil,Healthy Fat,173,135,59.8,36.9,30.7,6.5,45.4,471,Lunch,Muscle Gain
9408,Broccoli,Vegetable,124,267,3.8,40.8,30.4,7.5,22.6,984,Dinner,Weight Loss
9409,Oats,Carbohydrate,103,570,48.1,49.8,34.7,11.1,31.9,790,Dinner,Muscle Gain
9410,Egg,Protein,171,599,55.0,70.6,34.8,19.6,47.4,1024,Snack,Muscle Gain
9411,Salmon,Protein,58,691,38.3,21.8,3.7,19.0,33.9,922,Breakfast,Weight Loss
9412,Spinach,Vegetable,150,274,28.7,11.1,12.8,2.9,1.0,876,Breakfast,Weight Loss
9413,Tuna,Protein,34,393,35.6,94.4,15.8,17.2,26.9,341,Dinner,Muscle Gain
9414,Carrot,Vegetable,290,342,41.5,91.8,0.1,4.9,16.7,792,Dinner,Weight Loss
9415,Broccoli,Vegetable,258,537,44.2,58.2,10.7,8.3,32.1,515,Snack,Weight Loss
9416,Almonds,Healthy Fat,318,475,12.7,63.9,31.4,19.6,48.8,1027,Dinner,Maintenance
