Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
Female,24,154.8,98.8,61,126,37.7,773.2
Female,43,178.9,83.9,106,62,37.2,529.6
Male,62,191.5,108.9,146,168,39.0,2666.2
Female,62,155.1,52.8,158,163,39.2,1331.6
Male,29,167.1,128.4,97,69,37.5,835.9
Female,52,182.3,68.6,29,121,37.1,231.3
Male,32,159.6,87.3,55,163,37.1,789.3
Female,48,182.7,112.1,41,83,36.1,381.6
Female,62,176.4,109.4,100,140,37.1,1556.2
Female,60,191.3,57.1,178,87,37.6,880.3
Male,33,186.6,46.5,155,62,37.1,447.5
Female,21,176.8,107.7,37,145,36.2,549.6
Female,62,152.6,61.5,90,182,38.3,1021.8
Female,49,171.4,52.4,149,170,38.5,1343.6
Female,20,181.8,59.6,85,117,36.2,575.2
Female,32,192.7,116.6,14,83,38.4,143.1
Female,30,172.2,79.0,49,92,38.9,362.3
Male,35,178.7,92.1,148,166,39.3,2235.0
Female,59,182.6,102.0,98,171,37.9,1718.4
Female,51,183.6,84.1,123,148,37.6,1538.6
Male,29,175.6,109.3,118,127,38.4,1641.7
Female,60,171.0,111.9,29,161,38.2,539.3
Male,44,167.1,91.0,65,186,36.7,1109.7
Female,29,174.1,80.3,173,85,40.0,1173.4
Female,21,181.9,48.8,33,166,38.0,257.2
Male,55,161.6,114.6,164,125,38.5,2322.0
Male,31,161.1,93.8,69,168,38.4,1110.1
Female,50,190.5,122.5,150,71,39.0,1293.2
Male,20,192.6,118.1,112,95,38.2,1249.2
Male,43,179.8,128.5,67,167,36.2,1467.2
Female,32,166.3,84.4,75,183,38.6,1171.9
Male,27,184.5,109.7,77,159,37.1,1332.0
Female,31,182.1,88.7,33,126,37.6,384.1
Female,23,163.5,109.7,69,116,39.6,869.8
Male,49,159.9,72.8,106,141,38.4,1103.4
Female,40,170.3,92.7,109,156,36.9,1551.6
Male,52,184.1,88.2,36,141,37.5,434.8
Male,51,157.0,89.5,109,158,38.5,1550.2
Male,62,194.5,76.7,126,116,36.4,1097.0
Male,28,155.5,93.6,74,142,38.3,970.4
Female,61,167.2,96.0,149,138,37.3,1965.6
Male,38,166.8,122.0,91,108,36.6,1192.3
Male,19,178.7,56.8,109,94,38.6,611.8
Female,36,166.6,101.7,170,66,39.8,1119.5
Female,49,158.1,65.6,26,136,38.2,232.0
Male,63,157.3,94.3,26,66,39.9,140.0
Female,53,167.4,124.1,112,151,37.8,2086.1
Female,44,175.5,125.0,23,68,36.1,181.2
Male,29,160.1,107.8,64,110,39.5,729.7
Female,49,169.7,96.6,67,186,37.3,1182.3
Male,20,165.9,120.4,58,110,37.7,794.9
Female,44,194.9,111.8,142,76,36.5,1195.2
Female,40,183.1,75.4,35,131,39.6,364.3
Male,33,183.6,118.6,147,138,39.4,2400.1
Female,56,156.7,128.7,114,125,36.0,1811.8
Male,44,191.3,103.4,96,187,38.5,1841.1
Female,42,167.1,60.7,27,83,39.5,114.7
Female,29,164.0,60.7,45,189,36.6,506.4
Male,19,174.6,46.1,172,187,36.2,1512.5
Female,58,183.8,109.9,36,87,39.9,336.6
Male,59,180.1,118.4,170,155,39.6,3102.2
Female,57,163.5,84.5,55,141,36.5,656.6
Female,52,187.5,79.9,118,130,39.1,1232.3
Female,26,163.1,96.8,130,181,37.2,2262.8
Male,35,152.0,56.9,24,165,40.0,212.5
Male,24,188.4,128.2,49,150,36.2,968.5
Male,57,180.7,85.5,65,118,37.1,652.1
Female,36,155.1,93.7,98,93,38.3,883.7
Female,18,154.6,112.8,162,107,37.8,1932.3
Male,24,172.0,92.6,139,115,39.2,1478.0
Male,29,156.8,86.0,180,184,36.3,2822.2
Female,28,158.4,103.8,26,131,39.0,382.4
Female,34,153.5,81.0,166,103,38.0,1358.0
Male,35,181.2,70.2,92,173,37.3,1132.8
Female,57,179.0,52.0,162,90,38.7,785.2
Male,54,167.9,125.3,35,147,39.9,618.2
Male,54,171.8,47.5,135,137,39.7,872.2
Female,50,186.7,117.2,125,168,37.4,2462.2
Female,59,168.9,124.3,131,152,38.4,2453.8
Male,50,165.8,63.4,80,110,36.7,566.6
Female,63,175.5,47.4,27,122,39.7,135.7
Female,43,164.3,65.9,95,120,36.5,721.8
Female,56,165.0,116.1,92,175,37.4,1887.5
Male,60,171.3,120.3,100,91,36.0,1091.1
Female,37,187.8,70.2,39,183,37.0,510.7
Female,27,158.7,68.1,52,66,36.8,257.4
Male,47,156.1,86.8,13,86,37.5,93.8
Male,65,154.3,75.0,63,173,36.8,804.8
Female,32,170.5,54.6,165,77,39.4,688.7
Female,31,187.4,72.3,122,180,36.2,1584.6
Male,28,162.9,97.5,82,90,39.6,743.7
Female,32,190.3,111.4,118,150,36.1,1952.9
Female,31,192.7,47.1,155,68,37.3,471.3
Female,29,192.3,82.7,46,132,36.4,476.3
Female,42,184.6,114.9,66,71,38.7,556.6
Female,20,194.1,78.0,78,90,38.1,529.5
Female,45,163.8,116.9,11,177,37.3,250.7
Male,59,171.9,94.1,17,153,36.6,271.1
Male,23,160.7,107.6,36,83,38.3,332.8
Male,36,168.9,108.7,11,126,37.8,134.5
Female,58,169.0,95.1,29,176,36.7,466.3
Female,61,189.3,73.4,62,151,36.7,705.4
Female,62,169.6,121.4,103,130,39.3,1605.2
Male,52,184.9,81.6,31,114,37.2,286.6
Male,63,191.4,114.3,178,106,38.4,2171.8
Male,57,184.6,85.6,90,80,38.2,642.6
Female,45,193.6,45.1,112,100,38.5,521.6
Female,51,184.9,100.6,28,85,36.2,267.1
Male,51,169.6,117.5,85,139,39.4,1373.9
Male,51,162.8,99.9,27,90,38.8,224.4
Male,34,192.0,119.4,29,120,39.5,411.4
Male,42,191.6,100.3,53,178,36.0,928.1
Male,64,151.8,87.6,127,69,37.8,763.8
Female,42,184.9,121.2,174,188,38.0,3969.8
Male,24,173.5,77.1,67,63,37.0,325.0
Male,37,193.4,72.7,56,178,36.1,696.0
Male,21,174.9,89.9,126,74,39.5,843.8
Female,54,150.6,67.8,105,165,36.0,1145.2
Male,53,166.0,75.9,36,75,39.4,228.3
Female,46,176.6,72.5,63,68,36.3,292.8
Female,62,184.0,65.4,105,93,37.2,663.5
Male,41,167.9,50.6,40,72,37.4,161.7
Female,51,173.0,89.0,127,96,38.7,1092.8
Male,35,160.4,101.0,96,69,37.7,676.3
Male,30,172.4,80.9,46,155,36.4,566.1
Female,51,161.9,110.1,78,101,38.8,838.5
Female,44,179.0,129.4,123,111,36.9,1783.8
Male,34,189.1,119.4,14,165,38.5,261.2
Female,23,164.6,55.3,114,144,39.0,926.9
Male,50,150.8,88.3,115,122,38.0,1236.2
Male,55,157.8,125.5,59,137,37.1,1035.3
Female,51,181.2,57.2,148,182,38.7,1521.9
Female,19,171.2,72.1,153,80,39.3,857.3
Female,55,175.2,79.1,173,112,37.5,1513.2
Female,38,189.0,110.2,180,77,37.0,1543.4
Male,30,187.8,128.2,38,116,38.2,593.5
Female,31,173.7,100.3,127,148,39.8,1879.9
Female,48,179.5,91.4,48,70,36.9,310.8
Female,50,194.1,95.4,143,115,38.3,1553.7
Male,56,151.1,124.0,128,60,38.5,960.6
Female,30,175.5,47.0,31,140,38.8,224.7
Male,45,190.2,92.5,10,82,37.9,74.4
Male,46,167.4,52.8,13,156,39.6,129.3
Male,26,157.5,117.4,155,85,37.3,1552.6
Female,39,189.7,95.8,75,87,39.6,625.4
Female,45,153.1,123.3,67,105,38.5,890.6
Female,33,191.2,106.6,132,110,39.2,1553.6
Male,29,162.8,57.9,60,119,36.3,425.3
Male,30,156.6,108.5,107,87,38.8,1035.9
Female,20,151.6,68.3,125,61,37.7,547.0
Female,31,177.7,109.8,65,70,39.5,475.6
Female,54,192.1,109.5,29,101,37.7,327.2
Male,50,169.9,92.6,121,157,36.1,1762.8
Male,22,186.4,45.4,153,87,36.2,609.1
Female,30,155.6,82.9,65,118,36.3,625.9
Male,27,185.6,126.7,67,162,36.4,1401.4
Female,52,155.3,75.8,55,63,37.8,264.3
Male,51,190.3,126.7,75,165,38.7,1585.5
Female,46,158.4,46.2,50,156,39.8,367.2
Female,62,152.6,61.9,127,140,37.2,1127.1
Female,44,192.3,69.0,95,85,36.7,582.8
Male,28,161.8,65.1,61,122,38.5,455.2
Female,21,173.4,80.5,110,131,38.1,1168.1
Female,53,176.2,84.5,20,167,38.6,257.0
Male,31,170.1,71.3,121,70,38.3,575.6
Male,54,158.8,94.6,95,187,38.4,1656.6
Female,35,172.4,57.3,137,149,39.9,1173.1
Female,55,181.5,103.4,147,118,37.1,1771.5
Female,31,161.8,66.2,38,161,37.4,383.0
Female,48,180.1,46.8,88,103,39.7,424.5
Female,62,154.5,102.5,173,110,36.9,1949.6
Female,61,164.5,81.3,122,152,39.5,1489.4
Male,49,187.1,49.7,111,183,36.5,995.0
Female,39,163.4,52.5,111,162,37.9,955.3
Female,45,175.6,88.4,107,80,38.8,766.3
Male,45,159.4,118.3,105,71,37.6,898.8
Male,63,194.8,121.6,30,121,38.0,450.5
Female,63,178.0,112.6,153,169,39.4,2886.3
Male,31,181.7,125.1,86,73,36.3,812.0
Female,62,190.4,87.8,143,117,37.7,1439.7
Male,62,160.7,120.7,60,148,38.4,1075.9
Male,26,186.9,126.5,85,187,39.2,1984.5
Male,26,154.5,111.6,179,145,39.2,2877.2
Male,63,157.9,111.1,46,170,36.5,858.3
Male,32,162.7,129.0,106,161,38.9,2223.8
Female,64,176.7,59.6,114,113,37.5,782.7
Female,65,154.5,72.7,103,102,37.5,750.2
Male,47,170.9,122.7,165,155,36.7,3110.5
Female,46,151.2,116.2,59,190,37.3,1273.0
Female,41,167.2,53.2,32,87,39.3,142.6
Male,56,159.9,86.7,101,129,37.2,1104.1
Female,41,169.8,123.7,63,145,36.1,1101.6
Female,29,182.2,57.9,78,121,36.3,539.7
Male,56,177.0,85.0,56,85,39.0,383.2
Female,52,169.9,121.3,57,168,39.0,1179.6
Male,24,176.0,105.5,179,157,39.2,2953.2
Female,32,184.0,89.4,89,172,39.6,1355.8
Female,29,182.1,119.3,157,96,39.2,1803.3
Female,62,191.1,70.3,131,171,39.9,1596.4
Male,60,153.7,110.6,12,168,37.4,200.2
Male,32,188.0,81.6,85,186,37.3,1298.7
Female,35,161.7,111.2,172,149,37.5,2862.4
Male,23,158.4,115.8,142,129,36.9,2148.0
Male,41,155.5,79.4,61,65,38.1,293.8
Female,65,159.4,68.9,107,171,38.5,1235.8
Female,34,182.0,120.4,48,143,38.6,814.2
Male,44,173.0,54.2,152,178,37.5,1453.3
Male,42,157.5,108.4,102,87,39.8,969.7
Male,41,160.8,75.2,10,80,37.7,61.8
Male,42,193.9,73.2,143,86,37.2,871.2
Male,48,194.2,80.9,128,80,38.1,849.0
Male,36,168.2,65.6,43,89,37.3,277.0
Male,58,161.4,66.4,78,188,38.5,974.7
Male,26,167.7,53.6,133,183,38.3,1295.5
Female,26,185.0,112.8,25,111,37.5,317.2
Male,34,155.3,85.0,116,138,40.0,1334.7
Male,38,193.1,124.3,162,101,36.1,2036.3
Female,27,187.9,112.9,40,66,37.1,313.5
Male,36,169.6,118.4,110,129,39.9,1708.3
Female,65,186.0,122.6,135,183,38.7,3017.5
Male,65,150.4,74.2,37,85,39.5,259.5
Female,34,157.5,71.2,144,151,39.8,1565.1
Female,62,184.6,55.7,84,118,39.3,531.5
Female,39,163.2,85.4,117,61,40.0,623.6
Female,47,161.6,86.2,176,179,37.0,2714.8
Male,25,174.9,129.7,148,175,38.0,3367.0
Female,46,166.6,65.1,149,92,39.7,886.8
Male,26,180.4,119.6,178,107,37.5,2261.8
Female,53,177.6,91.1,158,155,39.9,2225.2
Male,52,168.6,60.7,39,189,38.7,455.6
Female,19,181.7,65.7,121,150,38.8,1177.4
Male,43,165.4,85.1,39,113,38.4,372.6
Male,46,180.2,67.6,179,123,37.5,1483.8
Male,49,173.5,88.3,78,81,38.1,533.9
Male,29,184.1,68.5,176,102,39.3,1219.4
Male,41,169.9,46.2,133,74,38.5,476.9
Female,39,165.6,121.1,161,94,39.5,1846.7
Male,59,153.3,90.8,64,86,39.9,473.0
Male,60,162.9,106.9,89,113,38.2,1095.4
Male,58,178.8,51.6,121,140,37.8,865.9
Female,64,175.5,66.1,25,126,36.7,213.1
Male,34,171.0,85.2,52,169,39.2,732.1
Male,43,157.5,55.1,40,169,38.8,372.5
Male,57,179.4,47.7,159,132,39.8,1003.5
Male,23,172.9,55.1,108,110,38.9,660.1
Female,48,162.7,126.5,166,188,38.9,3919.8
Male,37,189.2,102.6,89,68,36.1,601.0
Female,33,163.0,120.4,142,107,37.1,1804.4
Male,64,172.4,90.5,67,189,36.7,1123.0
Male,20,182.3,105.6,22,93,37.0,193.8
Male,55,190.0,129.4,154,169,39.4,3338.2
Female,65,185.3,78.4,76,81,38.1,497.8
Female,45,161.8,85.7,55,64,36.4,307.0
Male,41,177.8,108.5,128,77,39.7,1083.2
Male,29,158.8,126.3,21,120,37.0,322.0
Male,51,164.0,129.6,71,180,38.4,1659.9
Male,49,152.3,118.3,79,185,37.9,1714.6
Female,30,186.3,128.5,23,177,38.5,507.0
Male,32,153.6,52.4,152,72,38.5,598.8
Male,53,160.0,124.3,35,159,37.1,704.9
Male,21,162.5,128.7,83,81,36.3,867.4
Female,42,186.6,83.7,19,80,40.0,144.6
Male,26,166.3,85.4,15,66,37.3,79.2
Male,41,173.0,76.3,172,110,39.5,1437.4
Male,54,154.0,127.3,56,62,36.7,419.3
Male,41,165.3,122.1,92,133,39.0,1479.5
Male,55,187.4,100.4,140,128,38.9,1790.4
Female,29,179.7,66.3,31,132,36.2,242.0
Male,60,164.4,53.0,69,96,38.5,342.4
Male,41,189.0,50.1,177,105,38.7,953.3
Male,62,178.4,72.3,149,168,37.4,1784.1
Female,38,161.5,75.2,171,160,38.5,2045.5
Male,64,178.6,49.0,75,138,37.1,496.4
Male,53,156.2,48.8,152,179,38.4,1300.5
Female,20,179.8,45.5,130,153,37.7,933.8
Female,20,183.8,65.5,144,85,36.9,797.8
Female,55,178.7,78.9,19,112,38.9,181.8
Female,46,171.9,77.8,112,80,37.1,681.5
Female,22,181.2,126.6,60,110,37.6,830.1
Male,36,169.4,96.1,79,76,39.1,598.6
Female,45,150.5,110.9,11,164,37.0,171.2
Male,51,157.7,128.0,140,135,39.6,2406.5
Female,47,183.6,129.3,167,110,36.5,2368.6
Male,32,171.9,48.8,136,107,39.4,697.2
Female,62,161.6,59.2,92,168,38.4,937.1
Male,34,166.9,48.1,139,145,37.8,941.9
Female,38,163.5,78.8,124,84,39.0,797.6
Male,60,176.5,48.2,141,73,39.6,502.3
Male,28,165.9,73.4,36,183,37.0,470.6
Male,32,172.1,114.0,149,124,36.9,2124.5
Male,57,175.5,77.9,28,163,39.4,377.4
Female,37,162.7,123.6,70,173,40.0,1505.0
Male,54,185.7,79.8,39,109,39.6,324.3
Male,34,152.6,81.8,179,82,39.9,1195.1
Female,41,168.3,105.7,124,185,36.2,2450.7
Male,47,172.5,49.2,138,141,38.9,961.7
Male,21,152.1,121.2,155,79,36.5,1456.7
Male,37,172.9,97.0,97,170,37.1,1620.5
Male,19,181.2,49.6,52,76,38.1,175.9
Male,64,177.8,78.7,123,175,37.4,1704.5
Female,48,166.6,102.4,144,68,36.4,988.4
Male,56,172.5,129.5,85,167,39.5,1849.2
Female,23,194.6,86.6,177,61,39.7,954.6
Male,27,175.4,71.7,100,126,37.2,916.2
Male,49,194.0,58.3,23,172,37.7,257.1
Male,41,194.1,75.0,16,116,36.2,167.1
Male,54,180.3,82.4,123,101,37.1,1010.8
Female,44,162.5,92.0,42,162,36.3,629.7
Male,19,157.2,127.3,132,99,37.2,1691.3
Male,25,189.1,118.8,84,154,36.1,1538.0
Male,32,162.1,113.7,154,109,37.6,1885.5
Female,57,168.1,60.0,142,189,37.4,1634.9
Male,48,154.7,115.7,88,95,36.5,996.9
Female,45,155.7,100.3,112,157,37.1,1741.1
Male,60,157.1,58.5,147,124,39.0,1094.4
Male,58,172.8,69.0,138,79,39.1,765.0
Female,50,179.8,55.2,157,76,36.2,671.6
Female,57,162.6,82.0,179,112,36.9,1640.8
Female,27,177.8,126.1,97,139,38.9,1726.7
Female,52,151.8,104.2,49,86,36.5,429.6
Female,50,169.9,124.4,99,144,38.0,1745.1
Male,50,177.3,97.9,162,166,38.8,2651.9
Female,24,177.0,101.6,146,64,37.5,941.6
Female,56,162.0,116.8,136,130,39.8,2039.2
Female,19,157.3,94.7,172,160,37.6,2599.6
Female,20,166.2,49.8,31,187,38.8,273.1
Male,25,172.0,91.2,120,63,39.4,698.7
Male,50,183.1,48.4,42,175,39.8,342.7
Female,54,157.6,104.4,61,123,37.5,781.2
Male,21,155.3,83.3,51,162,36.2,712.6
Male,23,162.0,95.1,82,101,36.2,800.9
Female,63,172.3,87.6,19,142,37.8,255.1
Female,38,161.8,69.0,136,157,39.2,1487.5
Male,26,185.2,112.9,164,111,39.5,2044.5
Female,44,165.3,48.3,63,146,39.0,418.5
Female,27,193.9,106.8,43,65,38.0,287.2
Female,44,151.4,47.2,31,60,36.5,58.6
Female,19,190.6,114.0,132,85,38.8,1252.9
Female,35,193.7,119.7,132,76,36.4,1175.6
Male,30,174.2,74.4,115,179,37.9,1540.1
Female,52,188.9,57.4,29,151,37.5,229.1
Female,54,156.9,87.3,142,92,39.7,1156.6
Female,26,159.0,124.7,10,184,37.3,239.7
Male,19,186.4,108.7,14,136,38.2,199.3
Female,51,159.0,75.5,47,117,36.8,423.0
Female,53,151.5,98.7,96,175,37.7,1634.8
Male,22,154.0,96.7,100,87,39.8,860.2
Male,26,166.9,75.8,15,111,38.0,101.1
Female,19,177.9,97.5,106,88,39.5,925.2
Male,40,191.1,101.3,145,134,36.1,1956.3
Male,45,167.4,118.3,112,146,38.3,1964.0
Male,53,154.9,106.0,24,154,39.1,377.3
Female,28,192.6,104.8,108,98,38.6,1127.1
Female,38,150.5,62.4,176,151,37.0,1676.1
Female,35,167.2,108.3,107,158,39.4,1801.5
Male,36,158.9,85.8,145,82,39.8,1039.7
Male,52,183.7,122.7,147,126,38.7,2279.2
Female,30,188.7,61.1,91,139,38.1,791.7
Male,30,191.2,101.6,95,121,37.0,1173.9
Male,46,161.3,100.8,34,104,36.5,374.2
Female,53,183.5,110.6,27,124,39.2,376.5
Female,45,156.5,110.1,51,106,37.2,568.1
Male,47,176.5,91.4,39,75,38.4,285.0
Female,23,186.0,57.7,109,78,37.0,485.4
Female,43,168.0,68.0,81,134,37.0,766.6
Female,61,169.3,46.6,117,137,39.4,776.8
Female,45,184.2,53.5,67,115,39.9,400.1
Male,45,156.1,92.5,27,173,37.2,415.1
Male,62,172.4,60.4,58,115,37.4,392.1
Female,41,174.9,127.5,135,140,39.2,2427.1
Male,41,183.6,54.9,157,180,38.4,1552.1
Male,56,159.9,110.6,127,133,38.1,1873.4
Female,44,150.0,65.6,23,89,36.5,138.3
Female,59,164.7,116.6,157,136,37.1,2471.1
Female,63,188.2,104.0,81,105,38.5,859.0
Male,33,189.9,63.7,114,142,39.4,1041.2
Male,31,185.5,113.1,130,73,38.6,1067.7
Female,24,156.5,68.4,108,92,38.8,707.1
Female,18,168.1,113.6,60,75,39.7,517.7
Female,50,189.0,47.7,38,85,38.0,155.5
Female,33,171.7,85.8,23,105,37.5,234.3
Female,20,184.7,65.3,149,157,37.2,1526.4
Male,63,152.1,85.6,52,91,36.2,429.7
Female,46,161.2,127.9,50,167,38.1,1045.7
Male,22,170.9,85.1,62,169,37.8,862.7
Female,20,164.8,105.9,157,164,39.9,2740.4
Male,19,192.0,101.6,35,130,39.2,485.5
Male,53,157.7,111.3,115,138,39.9,1757.1
Male,64,179.8,130.0,10,168,37.6,221.5
Female,55,181.1,52.7,106,189,39.4,1079.6
Male,32,162.3,84.6,170,83,39.9,1200.9
Male,46,153.1,56.6,91,163,38.2,834.7
Male,35,174.4,52.9,61,166,38.2,542.7
Male,58,179.7,105.6,173,160,38.1,2929.2
Female,31,167.4,85.8,106,145,36.3,1320.2
Male,36,162.4,64.8,104,187,38.2,1252.1
Female,18,185.9,55.8,86,150,39.1,720.8
Male,43,182.8,107.0,79,178,36.7,1488.8
Male,49,185.0,77.4,69,87,38.4,466.4
Male,47,186.3,102.6,38,71,39.4,261.8
Male,57,190.4,96.3,23,144,40.0,341.5
Male,58,181.1,123.3,101,177,36.1,2231.1
Male,31,189.4,128.3,42,119,36.3,637.6
Female,19,156.7,70.5,106,143,37.0,1068.3
Female,46,192.5,57.1,14,75,39.1,52.8
Female,40,152.2,120.0,15,92,36.2,185.4
Female,55,153.9,111.6,179,148,36.7,2930.6
Female,48,170.3,62.4,160,108,37.8,1081.5
Male,24,186.4,81.0,152,97,36.4,1165.4
Female,36,167.1,85.5,155,64,36.7,860.0
Female,22,172.3,47.2,124,190,38.1,1139.7
Female,64,162.2,126.1,149,60,36.9,1140.8
Male,30,177.0,67.5,85,117,36.2,674.7
Female,51,176.0,53.7,149,91,36.2,741.7
Male,61,184.2,125.4,171,88,36.6,1914.6
Male,26,173.0,107.3,112,116,36.2,1420.9
Male,31,176.2,87.5,58,168,37.7,851.8
Male,20,183.2,81.2,38,74,37.5,244.5
Male,19,184.2,94.5,180,80,36.4,1383.6
Male,20,187.6,46.6,52,60,36.9,150.3
Female,41,150.7,82.8,141,92,38.5,1077.2
Female,54,177.1,78.5,31,162,36.9,383.6
Male,18,180.2,86.2,159,135,38.2,1861.5
Female,41,175.2,108.9,110,169,39.2,2002.7
Male,32,183.6,69.4,118,107,37.7,849.0
Male,34,159.6,84.2,89,102,39.0,779.1
Female,63,164.3,91.5,34,103,36.4,335.0
Male,23,163.5,125.2,78,184,37.0,1788.3
Male,52,159.1,66.5,147,159,39.5,1542.6
Female,27,157.5,109.0,54,61,37.3,388.8
Male,39,169.1,63.9,136,133,36.4,1159.2
Male,32,153.1,58.7,36,61,38.4,107.0
Female,32,183.0,116.7,134,183,36.3,2860.4
Female,20,151.1,55.0,89,79,38.4,387.2
Female,41,187.9,91.2,84,97,37.8,762.9
Male,56,172.9,84.1,57,147,37.0,684.9
Female,51,181.1,68.6,111,83,37.3,609.9
Female,26,176.4,91.8,177,119,36.1,1904.6
Female,22,162.2,70.2,108,150,37.9,1124.0
Male,39,170.4,77.4,179,188,39.0,2622.7
Male,57,189.2,69.5,78,60,37.5,302.1
Female,45,176.5,100.8,21,60,39.4,146.1
Male,64,153.4,49.2,172,148,36.0,1263.9
Male,65,176.1,64.6,75,165,36.4,809.8
Female,27,157.8,54.1,152,109,37.8,896.3
Male,45,186.7,59.4,10,186,36.9,99.9
Male,46,180.9,99.3,157,146,39.7,2251.7
Female,27,189.3,72.5,65,60,37.7,292.0
Male,58,182.2,121.1,20,140,38.9,357.8
Female,58,168.3,93.6,30,131,37.0,369.4
Male,57,190.7,87.0,135,105,38.0,1252.0
Female,44,154.2,97.0,144,127,39.3,1783.9
Male,24,160.1,118.5,174,103,39.1,2140.6
Female,49,177.3,74.3,138,83,39.6,875.3
Male,46,172.6,56.0,73,190,39.6,749.4
Male,47,181.4,101.6,72,85,36.2,594.4
Female,59,159.1,101.3,12,127,38.5,136.5
Male,56,157.2,110.5,48,174,36.5,951.3
Male,44,181.0,83.6,164,166,39.5,2254.2
Male,43,165.8,107.6,79,119,37.2,1006.2
Female,35,163.2,87.3,122,73,39.0,778.9
Female,25,169.8,47.6,117,125,37.8,712.7
Female,43,163.6,62.5,57,96,37.2,370.2
Female,42,179.7,58.4,157,165,38.8,1524.3
Male,63,169.0,59.2,153,112,39.2,1015.6
Female,22,155.5,62.3,173,119,39.6,1258.9
Male,55,168.0,88.7,85,177,37.5,1324.4
Male,59,177.5,78.0,118,108,37.5,972.6
Female,27,167.5,78.7,48,167,39.7,654.1
Female,53,188.3,109.9,26,88,39.3,247.4
Female,42,155.7,51.0,155,177,37.8,1374.7
Female,36,163.0,100.0,118,82,39.3,947.3
Male,34,178.4,99.4,101,89,36.5,872.9
Male,32,169.2,72.5,58,137,37.8,553.1
Female,32,191.1,93.1,62,61,39.1,341.4
Male,59,168.8,67.7,99,77,39.8,521.8
Female,25,172.9,116.4,81,142,39.8,1366.2
Female,24,163.8,79.5,80,75,36.7,485.1
Male,64,156.2,88.8,96,189,38.7,1590.5
Female,40,162.1,75.2,26,185,39.7,376.6
Male,20,159.2,68.5,180,164,39.1,1996.3
Female,51,162.7,121.8,165,97,37.5,1926.1
Male,51,191.6,96.7,167,62,36.2,1021.2
Female,59,175.3,57.6,179,92,36.4,937.1
Male,20,184.4,103.2,83,170,39.2,1459.3
Female,38,184.3,104.1,95,83,37.9,832.7
Female,63,161.0,80.7,27,179,37.2,413.7
Male,29,184.8,97.0,146,113,36.6,1588.9
Female,62,154.1,124.5,22,108,38.3,283.5
Male,53,167.6,70.6,117,67,38.8,532.4
Female,22,181.4,111.2,148,62,36.4,1005.7
Female,56,153.2,122.9,136,113,38.4,1879.2
Male,53,160.5,128.9,157,101,38.8,2048.2
Male,45,156.1,80.8,123,71,39.8,735.5
Female,49,153.8,104.3,73,90,38.0,689.2
Male,37,150.9,57.2,146,63,40.0,525.4
Male,33,151.6,57.2,46,72,38.2,190.7
Male,18,164.1,61.4,129,100,38.2,790.9
Male,45,177.6,45.4,129,73,38.9,450.4
Male,46,181.3,58.8,141,106,37.5,906.1
Female,46,186.2,88.8,36,112,39.7,339.7
Male,65,155.9,71.1,21,116,39.4,161.1
Female,65,174.9,115.1,10,74,37.6,81.3
Male,48,161.0,125.3,78,161,37.6,1570.4
Female,54,179.1,78.6,94,183,36.0,1327.5
Female,28,173.2,84.3,165,145,39.5,2038.8
Male,37,180.4,47.0,76,90,36.4,341.2
Male,22,175.5,71.5,64,91,36.3,422.3
Male,65,168.1,95.7,142,177,37.9,2413.6
Female,23,184.9,98.8,29,98,38.9,258.9
Male,46,181.4,93.4,11,131,37.5,129.8
Female,44,175.9,111.5,45,122,39.2,605.4
Female,19,160.7,98.2,129,113,39.8,1436.3
Male,57,180.4,87.7,133,105,38.0,1210.1
Female,26,155.2,55.0,43,83,38.3,224.2
Female,47,186.9,108.2,135,99,36.9,1472.8
Female,33,166.9,111.6,131,114,36.5,1691.6
Female,42,173.4,127.7,107,161,38.1,2196.9
Female,33,154.7,49.9,94,69,39.2,311.2
Male,39,153.5,96.5,63,149,37.1,886.0
Female,57,162.4,102.0,124,92,39.2,1158.2
Male,64,163.7,60.7,82,157,36.9,791.4
Female,42,166.7,99.3,107,127,37.2,1376.9
Female,42,171.1,58.5,161,120,37.9,1129.9
Female,58,174.3,111.8,64,104,37.0,719.9
Female,35,168.8,106.1,98,135,36.2,1376.2
Female,62,152.0,84.8,30,141,36.4,362.4
Female,32,153.6,54.7,165,109,37.2,954.6
Female,33,155.3,50.1,47,76,36.0,208.9
Female,29,181.0,105.3,91,88,39.0,830.0
Female,24,172.2,126.2,146,83,39.5,1519.3
Female,63,191.3,93.0,178,136,38.5,2236.8
Male,40,185.6,92.7,79,91,37.0,637.7
Female,51,170.6,63.5,158,99,36.4,972.4
Male,44,185.1,78.6,48,109,37.0,414.3
Female,22,186.4,74.8,27,180,37.4,362.9
Female,45,177.5,56.2,99,65,39.0,370.0
Male,41,181.3,87.2,102,106,38.5,940.6
Female,40,168.9,45.6,52,140,36.5,342.8
Female,54,183.0,90.4,153,172,37.9,2403.6
Female,32,173.4,114.0,112,159,38.8,2026.5
Male,47,154.4,52.7,30,100,36.7,162.0
Female,41,168.1,58.4,166,85,39.1,825.1
Male,22,179.3,86.6,48,72,37.8,326.4
Male,62,179.3,115.5,74,68,37.6,585.7
Male,22,164.7,97.0,89,73,37.4,617.4
Female,60,178.4,92.8,165,76,37.4,1169.7
Female,20,169.7,55.3,66,71,36.5,268.9
Female,24,182.4,112.9,119,164,38.5,2206.0
